validdate,t_2m:C,global_rad:W,direct_rad:W,diffuse_rad:W,precip_1h:mm,effective_cloud_cover:p
2017-01-01T00:00:00Z,6.3,0.0,0.0,0.0,0.00,24.2
2017-01-01T01:00:00Z,6.1,0.0,0.0,0.0,0.00,27.1
2017-01-01T02:00:00Z,5.9,0.0,0.0,0.0,0.00,30.2
2017-01-01T03:00:00Z,5.7,0.0,0.0,0.0,0.00,33.4
2017-01-01T04:00:00Z,6.3,0.0,0.0,0.0,0.00,32.3
2017-01-01T05:00:00Z,7.6,15.8,9.2,6.6,0.00,31.2
2017-01-01T06:00:00Z,8.5,161.9,100.4,61.5,0.00,30.1
2017-01-01T07:00:00Z,10.9,306.3,204.7,101.5,0.00,26.5
2017-01-01T08:00:00Z,13.2,410.3,289.4,120.9,0.00,22.8
2017-01-01T09:00:00Z,15.4,485.3,350.6,134.7,0.00,19.1
2017-01-01T10:00:00Z,15.7,504.3,372.7,131.5,0.00,20.2
2017-01-01T11:00:00Z,15.9,455.6,329.2,126.4,0.00,21.3
2017-01-01T12:00:00Z,15.9,347.9,233.2,114.7,0.00,22.4
2017-01-01T13:00:00Z,14.2,206.3,126.8,79.5,0.00,31.3
2017-01-01T14:00:00Z,12.4,51.2,30.0,21.2,0.00,39.7
2017-01-01T15:00:00Z,10.6,0.0,0.0,0.0,0.00,47.6
2017-01-01T16:00:00Z,9.6,0.0,0.0,0.0,0.00,49.5
2017-01-01T17:00:00Z,9.0,0.0,0.0,0.0,0.00,51.4
2017-01-01T18:00:00Z,8.4,0.0,0.0,0.0,0.00,53.3
2017-01-01T19:00:00Z,8.0,0.0,0.0,0.0,0.00,48.3
2017-01-01T20:00:00Z,7.6,0.0,0.0,0.0,0.00,43.1
2017-01-01T21:00:00Z,7.1,0.0,0.0,0.0,0.00,37.7
2017-01-01T22:00:00Z,7.4,0.0,0.0,0.0,0.00,39.1
2017-01-01T23:00:00Z,7.6,0.0,0.0,0.0,0.00,40.7
2017-01-02T00:00:00Z,7.8,0.0,0.0,0.0,0.00,42.4
2017-01-02T01:00:00Z,7.8,0.0,0.0,0.0,0.00,40.3
2017-01-02T02:00:00Z,7.7,0.0,0.0,0.0,0.00,38.1
2017-01-02T03:00:00Z,7.7,0.0,0.0,0.0,0.00,36.0
2017-01-02T04:00:00Z,8.3,0.0,0.0,0.0,0.00,39.3
2017-01-02T05:00:00Z,9.6,14.3,7.0,7.3,0.00,42.6
2017-01-02T06:00:00Z,10.5,152.3,84.5,67.9,0.00,45.7
2017-01-02T07:00:00Z,12.2,296.9,186.6,110.4,0.00,44.9
2017-01-02T08:00:00Z,13.9,388.9,259.3,129.7,0.00,44.2
2017-01-02T09:00:00Z,15.5,423.5,279.1,144.5,0.00,43.4
2017-01-02T10:00:00Z,15.0,402.7,261.7,141.0,0.21,52.7
2017-01-02T11:00:00Z,14.4,352.3,222.6,129.7,0.21,62.1
2017-01-02T12:00:00Z,13.7,277.3,168.0,109.4,0.21,71.5
2017-01-02T13:00:00Z,12.5,170.1,98.5,71.6,0.57,66.2
2017-01-02T14:00:00Z,11.2,43.6,24.7,18.9,0.57,61.0
2017-01-02T15:00:00Z,9.8,0.0,0.0,0.0,0.57,56.0
2017-01-02T16:00:00Z,9.2,0.0,0.0,0.0,0.00,54.0
2017-01-02T17:00:00Z,8.9,0.0,0.0,0.0,0.00,51.9
2017-01-02T18:00:00Z,8.6,0.0,0.0,0.0,0.00,49.8
2017-01-02T19:00:00Z,8.4,0.0,0.0,0.0,0.00,51.0
2017-01-02T20:00:00Z,8.1,0.0,0.0,0.0,0.00,52.2
2017-01-02T21:00:00Z,7.8,0.0,0.0,0.0,0.00,53.4
2017-01-02T22:00:00Z,7.9,0.0,0.0,0.0,0.00,52.7
2017-01-02T23:00:00Z,8.0,0.0,0.0,0.0,0.00,52.1
2017-01-03T00:00:00Z,8.1,0.0,0.0,0.0,0.00,51.6
2017-01-03T01:00:00Z,8.0,0.0,0.0,0.0,0.00,50.9
2017-01-03T02:00:00Z,7.9,0.0,0.0,0.0,0.00,50.3
2017-01-03T03:00:00Z,7.9,0.0,0.0,0.0,0.00,49.7
2017-01-03T04:00:00Z,8.5,0.0,0.0,0.0,0.00,50.5
2017-01-03T05:00:00Z,9.7,13.2,7.4,5.8,0.00,51.3
2017-01-03T06:00:00Z,10.6,151.5,93.5,58.0,0.00,52.1
2017-01-03T07:00:00Z,12.5,317.0,214.9,102.1,0.00,48.7
2017-01-03T08:00:00Z,14.3,434.8,306.6,128.2,0.00,45.2
2017-01-03T09:00:00Z,16.0,482.4,336.1,146.3,0.00,41.6
2017-01-03T10:00:00Z,16.2,468.6,322.1,146.5,0.00,40.6
2017-01-03T11:00:00Z,16.3,425.0,288.4,136.6,0.00,39.7
2017-01-03T12:00:00Z,16.2,350.9,235.7,115.2,0.00,38.9
2017-01-03T13:00:00Z,15.2,225.9,150.3,75.6,0.00,35.0
2017-01-03T14:00:00Z,14.1,60.1,39.8,20.3,0.00,31.0
2017-01-03T15:00:00Z,12.9,0.0,0.0,0.0,0.00,27.0
2017-01-03T16:00:00Z,11.3,0.0,0.0,0.0,0.00,36.1
2017-01-03T17:00:00Z,10.2,0.0,0.0,0.0,0.00,44.6
2017-01-03T18:00:00Z,9.1,0.0,0.0,0.0,0.00,52.5
2017-01-03T19:00:00Z,8.8,0.0,0.0,0.0,0.00,47.9
2017-01-03T20:00:00Z,8.4,0.0,0.0,0.0,0.00,43.1
2017-01-03T21:00:00Z,8.1,0.0,0.0,0.0,0.00,38.1
2017-01-03T22:00:00Z,8.3,0.0,0.0,0.0,0.00,41.9
2017-01-03T23:00:00Z,8.5,0.0,0.0,0.0,0.00,45.8
2017-01-04T00:00:00Z,8.7,0.0,0.0,0.0,0.00,49.6
2017-01-04T01:00:00Z,8.5,0.0,0.0,0.0,0.00,48.7
2017-01-04T02:00:00Z,8.3,0.0,0.0,0.0,0.00,48.4
2017-01-04T03:00:00Z,8.1,0.0,0.0,0.0,0.00,48.7
2017-01-04T04:00:00Z,8.4,0.0,0.0,0.0,0.71,57.0
2017-01-04T05:00:00Z,9.4,10.6,4.0,6.6,0.71,64.5
2017-01-04T06:00:00Z,9.9,125.5,59.6,65.9,0.71,71.2
2017-01-04T07:00:00Z,11.7,268.8,153.3,115.6,0.12,65.9
2017-01-04T08:00:00Z,13.5,388.4,246.6,141.8,0.12,60.0
2017-01-04T09:00:00Z,15.3,468.5,313.7,154.9,0.12,53.6
2017-01-04T10:00:00Z,15.7,496.5,348.7,147.8,0.00,49.1
2017-01-04T11:00:00Z,16.0,459.9,327.6,132.4,0.00,44.6
2017-01-04T12:00:00Z,16.3,363.0,254.2,108.8,0.00,40.2
2017-01-04T13:00:00Z,14.8,224.3,154.4,69.9,0.14,42.7
2017-01-04T14:00:00Z,13.3,59.3,40.5,18.9,0.14,45.4
2017-01-04T15:00:00Z,11.7,0.0,0.0,0.0,0.14,48.3
2017-01-04T16:00:00Z,10.7,0.0,0.0,0.0,0.12,46.1
2017-01-04T17:00:00Z,10.1,0.0,0.0,0.0,0.12,44.1
2017-01-04T18:00:00Z,9.5,0.0,0.0,0.0,0.12,42.1
2017-01-04T19:00:00Z,9.3,0.0,0.0,0.0,0.00,42.8
2017-01-04T20:00:00Z,9.2,0.0,0.0,0.0,0.00,43.5
2017-01-04T21:00:00Z,9.0,0.0,0.0,0.0,0.00,44.4
2017-01-04T22:00:00Z,9.0,0.0,0.0,0.0,0.00,38.0
2017-01-04T23:00:00Z,9.0,0.0,0.0,0.0,0.00,31.2
2017-01-05T00:00:00Z,9.1,0.0,0.0,0.0,0.00,24.0
2017-01-05T01:00:00Z,9.1,0.0,0.0,0.0,0.00,24.8
2017-01-05T02:00:00Z,9.1,0.0,0.0,0.0,0.00,25.6
2017-01-05T03:00:00Z,9.2,0.0,0.0,0.0,0.00,26.5
2017-01-05T04:00:00Z,9.8,0.0,0.0,0.0,0.00,25.2
2017-01-05T05:00:00Z,11.2,15.1,8.7,6.4,0.00,23.9
2017-01-05T06:00:00Z,12.2,167.5,104.3,63.2,0.00,22.7
2017-01-05T07:00:00Z,14.4,330.8,223.9,106.9,0.00,21.3
2017-01-05T08:00:00Z,16.5,449.1,317.8,131.2,0.00,20.5
2017-01-05T09:00:00Z,18.5,521.5,369.7,151.8,0.00,20.2
2017-01-05T10:00:00Z,18.9,532.2,377.9,154.3,0.00,29.9
2017-01-05T11:00:00Z,19.2,481.1,319.3,161.8,0.00,39.8
2017-01-05T12:00:00Z,19.3,375.3,212.8,162.5,0.00,49.9
2017-01-05T13:00:00Z,17.6,229.7,107.2,122.5,0.00,49.5
2017-01-05T14:00:00Z,15.8,61.3,25.4,35.9,0.00,49.2
2017-01-05T15:00:00Z,13.8,0.0,0.0,0.0,0.00,48.8
2017-01-05T16:00:00Z,12.5,0.0,0.0,0.0,0.00,48.8
2017-01-05T17:00:00Z,11.7,0.0,0.0,0.0,0.00,48.7
2017-01-05T18:00:00Z,10.8,0.0,0.0,0.0,0.00,48.7
2017-01-05T19:00:00Z,10.8,0.0,0.0,0.0,0.00,44.7
2017-01-05T20:00:00Z,10.8,0.0,0.0,0.0,0.00,40.8
2017-01-05T21:00:00Z,10.8,0.0,0.0,0.0,0.00,36.8
2017-01-05T22:00:00Z,10.3,0.0,0.0,0.0,0.00,24.6
2017-01-05T23:00:00Z,9.9,0.0,0.0,0.0,0.00,12.3
2017-01-06T00:00:00Z,9.5,0.0,0.0,0.0,0.00,0.0
2017-01-06T01:00:00Z,9.4,0.0,0.0,0.0,0.00,0.0
2017-01-06T02:00:00Z,9.2,0.0,0.0,0.0,0.00,0.0
2017-01-06T03:00:00Z,9.1,0.0,0.0,0.0,0.00,0.0
2017-01-06T04:00:00Z,9.9,0.0,0.0,0.0,0.00,0.0
2017-01-06T05:00:00Z,11.5,17.2,10.8,6.4,0.00,0.0
2017-01-06T06:00:00Z,12.7,191.0,131.2,59.8,0.00,0.0
2017-01-06T07:00:00Z,14.9,374.8,282.7,92.1,0.00,0.0
2017-01-06T08:00:00Z,17.0,507.9,404.7,103.2,0.00,0.0
2017-01-06T09:00:00Z,19.0,591.9,477.2,114.7,0.00,0.0
2017-01-06T10:00:00Z,19.5,606.4,494.7,111.7,0.00,0.0
2017-01-06T11:00:00Z,20.0,558.3,449.7,108.6,0.00,0.0
2017-01-06T12:00:00Z,20.3,450.4,349.3,101.1,0.00,0.0
2017-01-06T13:00:00Z,18.1,285.8,213.3,72.5,0.00,0.0
2017-01-06T14:00:00Z,15.8,78.8,57.6,21.1,0.00,0.0
2017-01-06T15:00:00Z,13.4,0.0,0.0,0.0,0.00,0.0
2017-01-06T16:00:00Z,11.8,0.0,0.0,0.0,0.00,0.0
2017-01-06T17:00:00Z,10.8,0.0,0.0,0.0,0.00,0.0
2017-01-06T18:00:00Z,9.8,0.0,0.0,0.0,0.00,0.0
2017-01-06T19:00:00Z,9.3,0.0,0.0,0.0,0.00,0.0
2017-01-06T20:00:00Z,8.8,0.0,0.0,0.0,0.00,0.0
2017-01-06T21:00:00Z,8.3,0.0,0.0,0.0,0.00,0.0
2017-01-06T22:00:00Z,8.3,0.0,0.0,0.0,0.00,0.0
2017-01-06T23:00:00Z,8.3,0.0,0.0,0.0,0.00,0.0
2017-01-07T00:00:00Z,8.3,0.0,0.0,0.0,0.00,0.0
2017-01-07T01:00:00Z,8.2,0.0,0.0,0.0,0.00,0.0
2017-01-07T02:00:00Z,8.1,0.0,0.0,0.0,0.00,0.0
2017-01-07T03:00:00Z,8.1,0.0,0.0,0.0,0.00,0.0
2017-01-07T04:00:00Z,9.0,0.0,0.0,0.0,0.00,0.5
2017-01-07T05:00:00Z,10.7,16.9,10.6,6.3,0.00,1.0
2017-01-07T06:00:00Z,12.0,187.5,128.0,59.5,0.00,1.4
2017-01-07T07:00:00Z,13.8,366.1,274.4,91.7,0.00,1.1
2017-01-07T08:00:00Z,15.4,495.5,392.1,103.4,0.00,0.8
2017-01-07T09:00:00Z,17.0,579.8,463.3,116.5,0.00,0.5
2017-01-07T10:00:00Z,17.2,596.5,481.3,115.2,0.00,0.6
2017-01-07T11:00:00Z,17.3,551.8,440.0,111.8,0.00,0.8
2017-01-07T12:00:00Z,17.2,447.6,345.2,102.4,0.00,1.0
2017-01-07T13:00:00Z,15.6,286.3,213.5,72.8,0.00,0.7
2017-01-07T14:00:00Z,14.0,80.3,58.9,21.4,0.00,0.3
2017-01-07T15:00:00Z,12.2,0.0,0.0,0.0,0.00,0.0
2017-01-07T16:00:00Z,10.8,0.0,0.0,0.0,0.00,16.8
2017-01-07T17:00:00Z,10.0,0.0,0.0,0.0,0.00,32.1
2017-01-07T18:00:00Z,9.3,0.0,0.0,0.0,0.00,45.8
2017-01-07T19:00:00Z,9.7,0.0,0.0,0.0,0.00,57.4
2017-01-07T20:00:00Z,10.2,0.0,0.0,0.0,0.00,70.6
2017-01-07T21:00:00Z,10.6,0.0,0.0,0.0,0.00,85.6
2017-01-07T22:00:00Z,11.0,0.0,0.0,0.0,0.00,77.5
2017-01-07T23:00:00Z,11.3,0.0,0.0,0.0,0.00,71.2
2017-01-08T00:00:00Z,11.6,0.0,0.0,0.0,0.00,66.9
2017-01-08T01:00:00Z,10.9,0.0,0.0,0.0,0.00,76.7
2017-01-08T02:00:00Z,10.2,0.0,0.0,0.0,0.00,84.9
2017-01-08T03:00:00Z,9.4,0.0,0.0,0.0,0.00,91.5
2017-01-08T04:00:00Z,9.4,0.0,0.0,0.0,0.00,87.3
2017-01-08T05:00:00Z,9.9,11.5,5.0,6.4,0.00,82.7
2017-01-08T06:00:00Z,10.1,129.8,65.1,64.8,0.00,77.8
2017-01-08T07:00:00Z,11.3,258.4,147.7,110.7,0.00,88.6
2017-01-08T08:00:00Z,12.4,346.7,203.4,143.3,0.00,95.9
2017-01-08T09:00:00Z,13.4,389.3,208.4,180.9,0.00,99.6
2017-01-08T10:00:00Z,13.8,383.6,183.5,200.1,0.00,92.3
2017-01-08T11:00:00Z,14.2,362.1,172.2,189.8,0.00,77.8
2017-01-08T12:00:00Z,14.5,317.9,166.7,151.2,0.00,56.2
2017-01-08T13:00:00Z,14.0,218.9,123.7,95.2,0.00,59.1
2017-01-08T14:00:00Z,13.4,64.4,37.6,26.9,0.00,63.4
2017-01-08T15:00:00Z,12.7,0.0,0.0,0.0,0.00,69.0
2017-01-08T16:00:00Z,12.1,0.0,0.0,0.0,0.00,68.5
2017-01-08T17:00:00Z,12.0,0.0,0.0,0.0,0.00,68.0
2017-01-08T18:00:00Z,11.8,0.0,0.0,0.0,0.00,67.5
2017-01-08T19:00:00Z,11.8,0.0,0.0,0.0,0.00,65.8
2017-01-08T20:00:00Z,11.7,0.0,0.0,0.0,0.00,64.4
2017-01-08T21:00:00Z,11.7,0.0,0.0,0.0,0.00,63.4
2017-01-08T22:00:00Z,11.5,0.0,0.0,0.0,0.00,66.4
2017-01-08T23:00:00Z,11.4,0.0,0.0,0.0,0.00,69.5
2017-01-09T00:00:00Z,11.3,0.0,0.0,0.0,0.00,72.7
2017-01-09T01:00:00Z,11.0,0.0,0.0,0.0,0.06,79.1
2017-01-09T02:00:00Z,10.7,0.0,0.0,0.0,0.06,84.7
2017-01-09T03:00:00Z,10.5,0.0,0.0,0.0,0.06,89.6
2017-01-09T04:00:00Z,10.2,0.0,0.0,0.0,0.00,85.1
2017-01-09T05:00:00Z,10.5,10.0,4.2,5.8,0.00,80.1
2017-01-09T06:00:00Z,10.5,120.5,61.6,58.9,0.00,74.7
2017-01-09T07:00:00Z,11.4,256.8,154.3,102.5,0.05,76.0
2017-01-09T08:00:00Z,12.2,335.4,203.8,131.6,0.05,77.2
2017-01-09T09:00:00Z,13.0,323.9,164.3,159.6,0.05,78.5
2017-01-09T10:00:00Z,12.7,261.7,91.6,170.1,0.34,85.1
2017-01-09T11:00:00Z,12.4,217.6,52.5,165.1,0.34,91.9
2017-01-09T12:00:00Z,12.0,191.1,49.1,142.0,0.34,98.8
2017-01-09T13:00:00Z,11.7,132.0,35.7,96.3,0.00,98.3
2017-01-09T14:00:00Z,11.4,39.4,10.9,28.5,0.00,98.2
2017-01-09T15:00:00Z,11.1,0.0,0.0,0.0,0.00,98.4
2017-01-09T16:00:00Z,10.3,0.0,0.0,0.0,0.00,96.7
2017-01-09T17:00:00Z,9.7,0.0,0.0,0.0,0.00,94.4
2017-01-09T18:00:00Z,9.1,0.0,0.0,0.0,0.00,91.5
2017-01-09T19:00:00Z,8.5,0.0,0.0,0.0,0.00,75.7
2017-01-09T20:00:00Z,7.9,0.0,0.0,0.0,0.00,52.6
2017-01-09T21:00:00Z,7.3,0.0,0.0,0.0,0.00,22.3
2017-01-09T22:00:00Z,7.2,0.0,0.0,0.0,0.00,16.3
2017-01-09T23:00:00Z,7.1,0.0,0.0,0.0,0.00,10.1
2017-01-10T00:00:00Z,7.0,0.0,0.0,0.0,0.00,3.8
2017-01-10T01:00:00Z,6.8,0.0,0.0,0.0,0.00,2.5
2017-01-10T02:00:00Z,6.6,0.0,0.0,0.0,0.00,1.3
2017-01-10T03:00:00Z,6.4,0.0,0.0,0.0,0.00,0.0
2017-01-10T04:00:00Z,7.0,0.0,0.0,0.0,0.00,0.0
2017-01-10T05:00:00Z,8.5,17.3,10.9,6.4,0.00,0.0
2017-01-10T06:00:00Z,9.6,193.7,133.6,60.1,0.00,0.0
2017-01-10T07:00:00Z,12.1,380.8,289.1,91.7,0.00,7.7
2017-01-10T08:00:00Z,14.5,507.8,394.3,113.5,0.00,15.5
2017-01-10T09:00:00Z,16.8,571.2,416.7,154.5,0.00,23.2
2017-01-10T10:00:00Z,17.2,563.9,382.1,181.9,0.00,31.7
2017-01-10T11:00:00Z,17.6,501.6,308.5,193.2,0.00,39.9
2017-01-10T12:00:00Z,17.8,393.3,213.7,179.6,0.00,47.9
2017-01-10T13:00:00Z,15.9,244.8,114.6,130.2,0.00,46.3
2017-01-10T14:00:00Z,14.0,70.6,30.3,40.3,0.00,44.6
2017-01-10T15:00:00Z,12.0,0.0,0.0,0.0,0.00,42.9
2017-01-10T16:00:00Z,10.7,0.0,0.0,0.0,0.00,28.7
2017-01-10T17:00:00Z,9.9,0.0,0.0,0.0,0.00,14.4
2017-01-10T18:00:00Z,9.2,0.0,0.0,0.0,0.00,0.0
2017-01-10T19:00:00Z,8.2,0.0,0.0,0.0,0.00,0.0
2017-01-10T20:00:00Z,7.2,0.0,0.0,0.0,0.00,0.0
2017-01-10T21:00:00Z,6.2,0.0,0.0,0.0,0.00,0.0
2017-01-10T22:00:00Z,6.0,0.0,0.0,0.0,0.00,0.0
2017-01-10T23:00:00Z,5.8,0.0,0.0,0.0,0.00,0.0
2017-01-11T00:00:00Z,5.6,0.0,0.0,0.0,0.00,0.0
2017-01-11T01:00:00Z,5.5,0.0,0.0,0.0,0.00,0.1
2017-01-11T02:00:00Z,5.4,0.0,0.0,0.0,0.00,0.2
2017-01-11T03:00:00Z,5.3,0.0,0.0,0.0,0.00,0.3
2017-01-11T04:00:00Z,6.5,0.0,0.0,0.0,0.00,3.1
2017-01-11T05:00:00Z,8.5,16.8,10.5,6.3,0.00,5.9
2017-01-11T06:00:00Z,10.1,188.2,128.5,59.7,0.00,8.7
2017-01-11T07:00:00Z,12.7,371.5,279.3,92.2,0.00,5.9
2017-01-11T08:00:00Z,15.2,506.4,403.3,103.1,0.00,2.9
2017-01-11T09:00:00Z,17.7,593.4,479.6,113.8,0.00,0.0
2017-01-11T10:00:00Z,18.0,612.0,502.0,110.0,0.00,0.0
2017-01-11T11:00:00Z,18.2,567.8,461.1,106.7,0.00,0.0
2017-01-11T12:00:00Z,18.3,463.0,363.1,99.9,0.00,0.0
2017-01-11T13:00:00Z,16.5,300.5,227.5,73.0,0.00,0.0
2017-01-11T14:00:00Z,14.5,89.7,66.7,23.0,0.00,0.0
2017-01-11T15:00:00Z,12.5,0.0,0.0,0.0,0.00,0.0
2017-01-11T16:00:00Z,10.8,0.0,0.0,0.0,0.00,16.0
2017-01-11T17:00:00Z,9.8,0.0,0.0,0.0,0.00,32.0
2017-01-11T18:00:00Z,8.8,0.0,0.0,0.0,0.00,47.9
2017-01-11T19:00:00Z,8.8,0.0,0.0,0.0,0.00,47.9
2017-01-11T20:00:00Z,8.7,0.0,0.0,0.0,0.00,47.9
2017-01-11T21:00:00Z,8.6,0.0,0.0,0.0,0.00,47.8
2017-01-11T22:00:00Z,9.0,0.0,0.0,0.0,0.00,48.4
2017-01-11T23:00:00Z,9.4,0.0,0.0,0.0,0.00,49.0
2017-01-12T00:00:00Z,9.7,0.0,0.0,0.0,0.00,49.6
2017-01-12T01:00:00Z,9.4,0.0,0.0,0.0,0.00,48.6
2017-01-12T02:00:00Z,9.1,0.0,0.0,0.0,0.00,47.6
2017-01-12T03:00:00Z,8.7,0.0,0.0,0.0,0.00,46.6
2017-01-12T04:00:00Z,9.3,0.0,0.0,0.0,0.00,47.3
2017-01-12T05:00:00Z,10.5,13.1,3.6,9.5,0.00,48.1
2017-01-12T06:00:00Z,11.4,152.7,59.4,93.3,0.00,48.8
2017-01-12T07:00:00Z,13.7,317.6,161.0,156.6,0.00,48.0
2017-01-12T08:00:00Z,16.0,451.2,266.3,184.8,0.00,47.1
2017-01-12T09:00:00Z,18.1,542.2,344.2,198.0,0.00,46.3
2017-01-12T10:00:00Z,18.1,573.4,388.8,184.7,0.00,46.9
2017-01-12T11:00:00Z,17.9,536.6,365.6,171.0,0.00,47.6
2017-01-12T12:00:00Z,17.6,434.4,280.7,153.7,0.00,48.2
2017-01-12T13:00:00Z,15.8,280.6,171.6,109.1,0.00,46.8
2017-01-12T14:00:00Z,13.8,84.6,50.3,34.4,0.00,45.4
2017-01-12T15:00:00Z,11.8,0.0,0.0,0.0,0.00,43.9
2017-01-12T16:00:00Z,11.1,0.0,0.0,0.0,0.00,44.7
2017-01-12T17:00:00Z,11.0,0.0,0.0,0.0,0.00,45.7
2017-01-12T18:00:00Z,10.9,0.0,0.0,0.0,0.00,46.9
2017-01-12T19:00:00Z,10.9,0.0,0.0,0.0,0.00,49.2
2017-01-12T20:00:00Z,10.8,0.0,0.0,0.0,0.00,54.1
2017-01-12T21:00:00Z,10.8,0.0,0.0,0.0,0.00,61.0
2017-01-12T22:00:00Z,10.3,0.0,0.0,0.0,0.00,63.0
2017-01-12T23:00:00Z,9.8,0.0,0.0,0.0,0.00,65.5
2017-01-13T00:00:00Z,9.3,0.0,0.0,0.0,0.00,68.4
2017-01-13T01:00:00Z,9.2,0.0,0.0,0.0,0.00,67.7
2017-01-13T02:00:00Z,9.1,0.0,0.0,0.0,0.00,66.9
2017-01-13T03:00:00Z,9.1,0.0,0.0,0.0,0.00,66.2
2017-01-13T04:00:00Z,9.8,0.0,0.0,0.0,0.00,64.0
2017-01-13T05:00:00Z,11.1,13.7,7.9,5.8,0.00,61.8
2017-01-13T06:00:00Z,12.1,155.4,98.5,57.0,0.00,59.8
2017-01-13T07:00:00Z,14.1,315.5,220.1,95.4,0.00,59.7
2017-01-13T08:00:00Z,16.1,426.0,306.9,119.0,0.00,59.8
2017-01-13T09:00:00Z,18.0,472.8,328.8,144.0,0.00,60.0
2017-01-13T10:00:00Z,17.9,460.3,306.9,153.3,0.00,55.9
2017-01-13T11:00:00Z,17.6,425.3,276.9,148.4,0.00,51.6
2017-01-13T12:00:00Z,17.3,365.1,237.7,127.4,0.00,47.1
2017-01-13T13:00:00Z,16.0,249.9,162.7,87.2,0.00,49.7
2017-01-13T14:00:00Z,14.6,78.5,51.1,27.4,0.00,52.5
2017-01-13T15:00:00Z,13.2,0.0,0.0,0.0,0.00,55.5
2017-01-13T16:00:00Z,11.7,0.0,0.0,0.0,0.00,44.5
2017-01-13T17:00:00Z,10.7,0.0,0.0,0.0,0.00,32.7
2017-01-13T18:00:00Z,9.8,0.0,0.0,0.0,0.00,20.3
2017-01-13T19:00:00Z,9.1,0.0,0.0,0.0,0.00,20.3
2017-01-13T20:00:00Z,8.4,0.0,0.0,0.0,0.00,21.1
2017-01-13T21:00:00Z,7.8,0.0,0.0,0.0,0.00,22.4
2017-01-13T22:00:00Z,8.1,0.0,0.0,0.0,0.00,52.7
2017-01-13T23:00:00Z,8.3,0.0,0.0,0.0,0.00,77.6
2017-01-14T00:00:00Z,8.6,0.0,0.0,0.0,0.00,96.8
2017-01-14T01:00:00Z,9.0,0.0,0.0,0.0,0.00,96.7
2017-01-14T02:00:00Z,9.4,0.0,0.0,0.0,0.00,96.7
2017-01-14T03:00:00Z,9.9,0.0,0.0,0.0,0.00,96.6
2017-01-14T04:00:00Z,10.2,0.0,0.0,0.0,0.00,97.7
2017-01-14T05:00:00Z,10.9,5.2,0.8,4.4,0.00,98.9
2017-01-14T06:00:00Z,11.4,52.8,5.5,47.3,0.00,100.0
2017-01-14T07:00:00Z,12.6,96.2,4.8,91.4,0.00,100.0
2017-01-14T08:00:00Z,13.8,123.5,2.2,121.4,0.00,100.0
2017-01-14T09:00:00Z,14.9,140.9,3.4,137.5,0.00,100.0
2017-01-14T10:00:00Z,14.7,141.5,4.5,137.0,0.27,97.1
2017-01-14T11:00:00Z,14.5,146.7,16.8,130.0,0.27,93.7
2017-01-14T12:00:00Z,14.2,147.6,33.2,114.4,0.27,89.8
2017-01-14T13:00:00Z,13.7,114.5,34.3,80.2,0.11,90.5
2017-01-14T14:00:00Z,13.3,38.4,12.6,25.8,0.11,91.1
2017-01-14T15:00:00Z,12.8,0.0,0.0,0.0,0.11,91.8
2017-01-14T16:00:00Z,12.1,0.0,0.0,0.0,0.17,94.1
2017-01-14T17:00:00Z,11.8,0.0,0.0,0.0,0.17,96.4
2017-01-14T18:00:00Z,11.5,0.0,0.0,0.0,0.17,98.8
2017-01-14T19:00:00Z,11.3,0.0,0.0,0.0,0.00,96.0
2017-01-14T20:00:00Z,11.0,0.0,0.0,0.0,0.00,92.3
2017-01-14T21:00:00Z,10.8,0.0,0.0,0.0,0.00,87.9
2017-01-14T22:00:00Z,10.9,0.0,0.0,0.0,0.00,79.7
2017-01-14T23:00:00Z,11.0,0.0,0.0,0.0,0.00,70.8
2017-01-15T00:00:00Z,11.1,0.0,0.0,0.0,0.00,61.4
2017-01-15T01:00:00Z,10.6,0.0,0.0,0.0,0.24,65.1
2017-01-15T02:00:00Z,10.1,0.0,0.0,0.0,0.24,68.7
2017-01-15T03:00:00Z,9.6,0.0,0.0,0.0,0.24,72.1
2017-01-15T04:00:00Z,10.0,0.0,0.0,0.0,0.00,70.4
2017-01-15T05:00:00Z,10.9,9.6,4.1,5.5,0.00,69.0
2017-01-15T06:00:00Z,11.5,116.5,62.0,54.5,0.00,67.9
2017-01-15T07:00:00Z,13.2,258.1,161.6,96.5,0.06,66.6
2017-01-15T08:00:00Z,14.7,373.4,251.0,122.5,0.06,66.6
2017-01-15T09:00:00Z,16.2,436.5,295.2,141.3,0.06,67.9
2017-01-15T10:00:00Z,16.7,449.7,306.1,143.6,0.00,52.9
2017-01-15T11:00:00Z,17.2,442.6,306.6,136.0,0.00,34.9
2017-01-15T12:00:00Z,17.4,402.8,285.7,117.1,0.00,14.0
2017-01-15T13:00:00Z,15.9,291.2,210.4,80.8,0.00,9.3
2017-01-15T14:00:00Z,14.2,96.2,70.0,26.1,0.00,4.7
2017-01-15T15:00:00Z,12.5,0.0,0.0,0.0,0.00,0.0
2017-01-15T16:00:00Z,10.8,0.0,0.0,0.0,0.00,3.8
2017-01-15T17:00:00Z,9.8,0.0,0.0,0.0,0.00,7.5
2017-01-15T18:00:00Z,8.9,0.0,0.0,0.0,0.00,11.3
2017-01-15T19:00:00Z,8.3,0.0,0.0,0.0,0.00,13.8
2017-01-15T20:00:00Z,7.7,0.0,0.0,0.0,0.00,16.3
