validdate,t_2m:C,global_rad:W,direct_rad:W,diffuse_rad:W,precip_1h:mm,effective_cloud_cover:p
2018-02-03T05:00:00Z,11.4,32.2,16.0,16.2,0.00,58.1
2018-02-03T06:00:00Z,12.6,214.0,126.1,87.9,0.00,46.2
2018-02-03T07:00:00Z,15.1,401.9,276.1,125.8,0.00,35.7
2018-02-03T08:00:00Z,17.6,547.3,408.0,139.3,0.00,25.1
2018-02-03T09:00:00Z,20.0,640.3,486.5,153.8,0.00,14.5
2018-02-03T10:00:00Z,20.4,667.1,516.6,150.5,0.00,9.8
2018-02-03T11:00:00Z,20.6,628.1,480.8,147.3,0.00,5.0
2018-02-03T12:00:00Z,20.7,526.2,385.9,140.3,0.00,0.2
2018-02-03T13:00:00Z,19.2,367.9,258.1,109.8,0.00,4.1
2018-02-03T14:00:00Z,17.7,181.8,102.5,79.3,0.00,8.1
2018-02-03T15:00:00Z,16.1,16.4,5.8,10.6,0.00,12.1
2018-02-03T16:00:00Z,13.7,0.0,0.0,0.0,0.00,11.4
2018-02-03T17:00:00Z,12.2,0.0,0.0,0.0,0.00,10.8
2018-02-03T18:00:00Z,10.8,0.0,0.0,0.0,0.00,10.2
2018-02-03T19:00:00Z,10.2,0.0,0.0,0.0,0.00,26.9
2018-02-03T20:00:00Z,9.7,0.0,0.0,0.0,0.00,42.6
2018-02-03T21:00:00Z,9.2,0.0,0.0,0.0,0.00,57.2
2018-02-03T22:00:00Z,8.9,0.0,0.0,0.0,0.00,57.8
2018-02-03T23:00:00Z,8.6,0.0,0.0,0.0,0.00,58.3
2018-02-04T00:00:00Z,8.2,0.0,0.0,0.0,0.00,58.8
2018-02-04T01:00:00Z,8.5,0.0,0.0,0.0,0.00,55.6
2018-02-04T02:00:00Z,8.7,0.0,0.0,0.0,0.00,52.4
2018-02-04T03:00:00Z,8.9,0.0,0.0,0.0,0.00,49.2
2018-02-04T04:00:00Z,10.2,0.0,0.0,0.0,0.00,48.2
2018-02-04T05:00:00Z,12.1,29.9,10.0,20.0,0.00,47.1
2018-02-04T06:00:00Z,13.6,195.9,88.3,107.6,0.00,46.1
2018-02-04T07:00:00Z,16.6,372.3,212.8,159.5,0.00,46.5
2018-02-04T08:00:00Z,19.6,514.8,335.2,179.5,0.00,47.0
2018-02-04T09:00:00Z,22.5,611.4,420.0,191.5,0.00,47.4
2018-02-04T10:00:00Z,22.8,647.1,466.9,180.2,0.00,31.6
2018-02-04T11:00:00Z,23.0,617.2,449.5,167.6,0.00,15.8
2018-02-04T12:00:00Z,23.1,522.1,370.0,152.2,0.00,0.0
2018-02-04T13:00:00Z,21.3,369.2,254.5,114.7,0.00,15.2
2018-02-04T14:00:00Z,19.5,181.9,100.7,81.2,0.00,30.4
2018-02-04T15:00:00Z,17.8,17.0,5.5,11.5,0.00,45.6
2018-02-04T16:00:00Z,15.4,0.0,0.0,0.0,0.00,40.3
2018-02-04T17:00:00Z,13.7,0.0,0.0,0.0,0.00,35.1
2018-02-04T18:00:00Z,12.0,0.0,0.0,0.0,0.00,29.8
2018-02-04T19:00:00Z,11.4,0.0,0.0,0.0,0.00,39.7
2018-02-04T20:00:00Z,10.7,0.0,0.0,0.0,0.00,48.9
2018-02-04T21:00:00Z,10.0,0.0,0.0,0.0,0.00,57.4
2018-02-04T22:00:00Z,10.3,0.0,0.0,0.0,0.00,48.7
2018-02-04T23:00:00Z,10.5,0.0,0.0,0.0,0.00,40.8
2018-02-05T00:00:00Z,10.8,0.0,0.0,0.0,0.00,34.0
2018-02-05T01:00:00Z,10.2,0.0,0.0,0.0,0.00,23.4
2018-02-05T02:00:00Z,9.7,0.0,0.0,0.0,0.00,12.1
2018-02-05T03:00:00Z,9.1,0.0,0.0,0.0,0.00,0.0
2018-02-05T04:00:00Z,10.1,0.0,0.0,0.0,0.00,16.7
2018-02-05T05:00:00Z,11.5,29.0,6.5,22.5,0.00,33.3
2018-02-05T06:00:00Z,12.6,171.1,41.8,129.3,0.00,50.0
2018-02-05T07:00:00Z,15.5,298.4,79.8,218.5,0.00,50.0
2018-02-05T08:00:00Z,18.4,399.7,124.2,275.5,0.00,50.0
2018-02-05T09:00:00Z,21.3,486.8,178.7,308.1,0.00,50.0
2018-02-05T10:00:00Z,22.2,527.9,221.3,306.6,0.00,49.0
2018-02-05T11:00:00Z,23.0,516.1,234.2,281.8,0.00,47.9
2018-02-05T12:00:00Z,23.7,447.9,211.8,236.1,0.00,46.9
2018-02-05T13:00:00Z,21.9,325.1,159.4,165.6,0.00,59.9
2018-02-05T14:00:00Z,20.1,172.6,67.9,104.7,0.00,72.6
2018-02-05T15:00:00Z,18.4,18.9,4.3,14.6,0.00,85.0
2018-02-05T16:00:00Z,17.4,0.0,0.0,0.0,0.00,89.8
2018-02-05T17:00:00Z,16.9,0.0,0.0,0.0,0.00,94.4
2018-02-05T18:00:00Z,16.3,0.0,0.0,0.0,0.00,99.0
2018-02-05T19:00:00Z,16.5,0.0,0.0,0.0,0.00,95.3
2018-02-05T20:00:00Z,16.6,0.0,0.0,0.0,0.00,91.6
2018-02-05T21:00:00Z,16.7,0.0,0.0,0.0,0.00,87.9
2018-02-05T22:00:00Z,16.0,0.0,0.0,0.0,0.00,77.0
2018-02-05T23:00:00Z,15.3,0.0,0.0,0.0,0.00,66.1
2018-02-06T00:00:00Z,14.6,0.0,0.0,0.0,0.00,55.1
2018-02-06T01:00:00Z,13.7,0.0,0.0,0.0,0.00,41.4
2018-02-06T02:00:00Z,12.9,0.0,0.0,0.0,0.00,26.6
2018-02-06T03:00:00Z,12.1,0.0,0.0,0.0,0.00,11.0
2018-02-06T04:00:00Z,13.2,0.0,0.0,0.0,0.00,44.4
2018-02-06T05:00:00Z,14.5,23.9,4.3,19.6,0.00,72.4
2018-02-06T06:00:00Z,15.4,127.7,21.6,106.1,0.00,95.0
2018-02-06T07:00:00Z,17.3,203.2,31.0,172.2,0.00,87.0
2018-02-06T08:00:00Z,19.1,278.1,62.9,215.2,0.00,80.0
2018-02-06T09:00:00Z,21.0,385.2,137.2,248.0,0.00,73.9
2018-02-06T10:00:00Z,21.5,464.7,209.7,255.0,0.00,64.4
2018-02-06T11:00:00Z,21.9,490.1,252.6,237.5,0.00,53.3
2018-02-06T12:00:00Z,22.2,448.6,251.3,197.3,0.00,40.7
2018-02-06T13:00:00Z,20.7,342.0,204.5,137.5,0.00,28.7
2018-02-06T14:00:00Z,19.0,193.0,92.5,100.5,0.00,15.7
2018-02-06T15:00:00Z,17.3,23.4,6.6,16.8,0.00,1.7
2018-02-06T16:00:00Z,15.3,0.0,0.0,0.0,0.00,1.1
2018-02-06T17:00:00Z,14.2,0.0,0.0,0.0,0.00,0.6
2018-02-06T18:00:00Z,13.1,0.0,0.0,0.0,0.00,0.0
2018-02-06T19:00:00Z,12.0,0.0,0.0,0.0,0.00,0.0
2018-02-06T20:00:00Z,10.9,0.0,0.0,0.0,0.00,0.0
2018-02-06T21:00:00Z,9.8,0.0,0.0,0.0,0.00,0.0
2018-02-06T22:00:00Z,9.7,0.0,0.0,0.0,0.00,0.0
2018-02-06T23:00:00Z,9.6,0.0,0.0,0.0,0.00,0.0
2018-02-07T00:00:00Z,9.5,0.0,0.0,0.0,0.00,0.0
2018-02-07T01:00:00Z,9.7,0.0,0.0,0.0,0.00,12.0
2018-02-07T02:00:00Z,9.9,0.0,0.0,0.0,0.00,24.1
2018-02-07T03:00:00Z,10.1,0.0,0.0,0.0,0.00,36.1
2018-02-07T04:00:00Z,11.1,0.0,0.0,0.0,0.00,31.9
2018-02-07T05:00:00Z,12.6,37.7,18.4,19.3,0.00,27.6
2018-02-07T06:00:00Z,13.8,220.7,125.1,95.6,0.00,23.3
2018-02-07T07:00:00Z,17.0,405.3,263.2,142.2,0.00,31.2
2018-02-07T08:00:00Z,20.2,534.2,356.8,177.4,0.00,39.2
2018-02-07T09:00:00Z,23.2,590.4,363.0,227.4,0.00,47.1
2018-02-07T10:00:00Z,23.5,580.8,322.5,258.3,0.00,39.0
2018-02-07T11:00:00Z,23.6,547.5,299.3,248.1,0.00,30.9
2018-02-07T12:00:00Z,23.6,487.3,287.8,199.5,0.00,22.7
2018-02-07T13:00:00Z,21.8,363.2,228.7,134.5,0.00,22.2
2018-02-07T14:00:00Z,19.9,202.7,102.9,99.9,0.00,21.6
2018-02-07T15:00:00Z,18.0,25.7,7.7,18.0,0.00,21.0
2018-02-07T16:00:00Z,16.0,0.0,0.0,0.0,0.00,30.3
2018-02-07T17:00:00Z,14.7,0.0,0.0,0.0,0.00,39.7
2018-02-07T18:00:00Z,13.4,0.0,0.0,0.0,0.00,49.0
2018-02-07T19:00:00Z,13.1,0.0,0.0,0.0,0.00,49.3
2018-02-07T20:00:00Z,12.8,0.0,0.0,0.0,0.00,49.7
2018-02-07T21:00:00Z,12.4,0.0,0.0,0.0,0.00,50.0
2018-02-07T22:00:00Z,12.9,0.0,0.0,0.0,0.00,50.0
2018-02-07T23:00:00Z,13.3,0.0,0.0,0.0,0.00,50.0
2018-02-08T00:00:00Z,13.7,0.0,0.0,0.0,0.00,50.0
2018-02-08T01:00:00Z,14.0,0.0,0.0,0.0,0.00,48.5
2018-02-08T02:00:00Z,14.3,0.0,0.0,0.0,0.00,46.9
2018-02-08T03:00:00Z,14.6,0.0,0.0,0.0,0.00,45.4
2018-02-08T04:00:00Z,15.5,0.0,0.0,0.0,0.00,58.8
2018-02-08T05:00:00Z,16.6,36.1,15.5,20.6,0.00,72.5
2018-02-08T06:00:00Z,17.4,204.8,102.1,102.7,0.00,86.5
2018-02-08T07:00:00Z,19.9,374.4,214.0,160.5,0.00,72.8
2018-02-08T08:00:00Z,22.4,506.5,311.2,195.3,0.00,58.7
2018-02-08T09:00:00Z,24.9,591.9,369.8,222.1,0.00,44.3
2018-02-08T10:00:00Z,24.8,618.2,392.6,225.6,0.00,53.0
2018-02-08T11:00:00Z,24.6,553.8,333.6,220.1,0.00,61.0
2018-02-08T12:00:00Z,24.3,415.7,213.6,202.1,0.00,68.5
2018-02-08T13:00:00Z,22.5,259.0,104.0,155.0,0.00,76.6
2018-02-08T14:00:00Z,20.8,141.9,33.0,108.9,0.00,84.8
2018-02-08T15:00:00Z,19.2,20.8,2.2,18.6,0.00,93.1
2018-02-08T16:00:00Z,18.5,0.0,0.0,0.0,0.00,81.7
2018-02-08T17:00:00Z,18.2,0.0,0.0,0.0,0.00,70.5
2018-02-08T18:00:00Z,17.9,0.0,0.0,0.0,0.00,59.5
2018-02-08T19:00:00Z,17.6,0.0,0.0,0.0,0.00,55.3
2018-02-08T20:00:00Z,17.3,0.0,0.0,0.0,0.00,50.9
2018-02-08T21:00:00Z,17.0,0.0,0.0,0.0,0.00,46.3
2018-02-08T22:00:00Z,16.2,0.0,0.0,0.0,0.00,47.2
2018-02-08T23:00:00Z,15.5,0.0,0.0,0.0,0.00,48.3
2018-02-09T00:00:00Z,14.7,0.0,0.0,0.0,0.00,49.4
2018-02-09T01:00:00Z,14.4,0.0,0.0,0.0,0.00,61.9
2018-02-09T02:00:00Z,14.0,0.0,0.0,0.0,0.00,73.8
2018-02-09T03:00:00Z,13.6,0.0,0.0,0.0,0.00,85.2
2018-02-09T04:00:00Z,14.3,0.0,0.0,0.0,0.00,73.0
2018-02-09T05:00:00Z,15.3,38.5,15.6,22.9,0.00,57.7
2018-02-09T06:00:00Z,16.2,213.0,106.2,106.8,0.00,39.3
2018-02-09T07:00:00Z,18.7,391.0,232.3,158.7,0.00,37.6
2018-02-09T08:00:00Z,21.1,532.0,350.3,181.7,0.00,37.2
2018-02-09T09:00:00Z,23.5,625.0,430.8,194.2,0.00,38.3
2018-02-09T10:00:00Z,23.0,656.5,472.5,184.0,0.00,37.5
2018-02-09T11:00:00Z,22.3,602.7,418.7,184.0,0.00,37.6
2018-02-09T12:00:00Z,21.6,475.3,288.5,186.8,0.00,38.4
2018-02-09T13:00:00Z,20.4,314.7,159.6,155.1,0.00,35.9
2018-02-09T14:00:00Z,19.1,171.3,59.7,111.6,0.00,34.2
2018-02-09T15:00:00Z,17.7,24.7,5.0,19.7,0.00,33.1
2018-02-09T16:00:00Z,16.3,0.0,0.0,0.0,0.00,36.9
2018-02-09T17:00:00Z,15.6,0.0,0.0,0.0,0.00,40.7
2018-02-09T18:00:00Z,14.9,0.0,0.0,0.0,0.00,44.5
2018-02-09T19:00:00Z,14.1,0.0,0.0,0.0,0.00,48.7
2018-02-09T20:00:00Z,13.3,0.0,0.0,0.0,0.00,53.0
2018-02-09T21:00:00Z,12.5,0.0,0.0,0.0,0.00,57.5
2018-02-09T22:00:00Z,12.5,0.0,0.0,0.0,0.00,55.0
2018-02-09T23:00:00Z,12.5,0.0,0.0,0.0,0.00,52.5
2018-02-10T00:00:00Z,12.4,0.0,0.0,0.0,0.00,50.0
2018-02-10T01:00:00Z,12.6,0.0,0.0,0.0,0.00,51.2
2018-02-10T02:00:00Z,12.8,0.0,0.0,0.0,0.00,52.5
2018-02-10T03:00:00Z,13.0,0.0,0.0,0.0,0.00,53.8
2018-02-10T04:00:00Z,14.0,0.0,0.0,0.0,0.00,52.6
2018-02-10T05:00:00Z,15.4,41.3,18.5,22.8,0.00,51.3
2018-02-10T06:00:00Z,16.5,218.2,112.3,105.9,0.00,50.1
2018-02-10T07:00:00Z,19.9,391.9,229.3,162.6,0.00,49.7
2018-02-10T08:00:00Z,23.3,507.0,301.4,205.7,0.00,49.2
2018-02-10T09:00:00Z,26.5,546.4,291.0,255.4,0.00,48.8
2018-02-10T10:00:00Z,26.0,523.3,240.6,282.7,0.00,49.2
2018-02-10T11:00:00Z,25.4,487.4,212.1,275.3,0.00,49.6
2018-02-10T12:00:00Z,24.7,436.5,203.3,233.2,0.00,50.0
2018-02-10T13:00:00Z,23.6,328.9,162.0,166.8,0.00,49.7
2018-02-10T14:00:00Z,22.4,180.8,72.2,108.7,0.00,49.5
2018-02-10T15:00:00Z,21.3,24.9,5.6,19.3,0.00,49.2
2018-02-10T16:00:00Z,19.7,0.0,0.0,0.0,0.00,49.6
2018-02-10T17:00:00Z,18.7,0.0,0.0,0.0,0.00,49.9
2018-02-10T18:00:00Z,17.9,0.0,0.0,0.0,0.00,50.3
2018-02-10T19:00:00Z,18.2,0.0,0.0,0.0,0.00,62.8
2018-02-10T20:00:00Z,18.6,0.0,0.0,0.0,0.00,75.4
2018-02-10T21:00:00Z,19.0,0.0,0.0,0.0,0.00,88.0
2018-02-10T22:00:00Z,19.0,0.0,0.0,0.0,0.00,90.0
2018-02-10T23:00:00Z,18.9,0.0,0.0,0.0,0.00,92.1
2018-02-11T00:00:00Z,18.9,0.0,0.0,0.0,0.00,94.2
2018-02-11T01:00:00Z,18.8,0.0,0.0,0.0,0.00,87.8
2018-02-11T02:00:00Z,18.7,0.0,0.0,0.0,0.00,81.4
2018-02-11T03:00:00Z,18.6,0.0,0.0,0.0,0.00,75.1
2018-02-11T04:00:00Z,18.7,0.0,0.0,0.0,0.00,76.6
2018-02-11T05:00:00Z,19.0,14.1,0.3,13.8,0.00,78.0
2018-02-11T06:00:00Z,19.1,86.1,4.6,81.4,0.00,79.5
2018-02-11T07:00:00Z,20.4,180.2,14.1,166.1,0.00,79.3
2018-02-11T08:00:00Z,21.7,262.3,26.5,235.8,0.00,79.0
2018-02-11T09:00:00Z,22.9,310.7,39.3,271.4,0.00,78.8
2018-02-11T10:00:00Z,22.0,329.5,49.7,279.8,0.00,83.7
2018-02-11T11:00:00Z,21.1,292.4,43.3,249.1,0.00,88.6
2018-02-11T12:00:00Z,20.2,210.7,23.5,187.2,0.00,93.5
2018-02-11T13:00:00Z,19.5,124.7,7.5,117.3,0.06,93.9
2018-02-11T14:00:00Z,18.7,63.7,1.2,62.5,0.06,94.2
2018-02-11T15:00:00Z,18.0,10.0,0.1,9.9,0.06,94.6
2018-02-11T16:00:00Z,17.3,0.0,0.0,0.0,0.00,82.9
2018-02-11T17:00:00Z,16.9,0.0,0.0,0.0,0.00,72.4
2018-02-11T18:00:00Z,16.6,0.0,0.0,0.0,0.00,63.1
2018-02-11T19:00:00Z,16.2,0.0,0.0,0.0,0.00,73.3
2018-02-11T20:00:00Z,15.9,0.0,0.0,0.0,0.00,83.6
2018-02-11T21:00:00Z,15.6,0.0,0.0,0.0,0.00,93.9
2018-02-11T22:00:00Z,15.3,0.0,0.0,0.0,0.00,95.8
2018-02-11T23:00:00Z,15.1,0.0,0.0,0.0,0.00,97.7
2018-02-12T00:00:00Z,14.8,0.0,0.0,0.0,0.00,99.8
2018-02-12T01:00:00Z,15.4,0.0,0.0,0.0,0.20,99.7
2018-02-12T02:00:00Z,15.9,0.0,0.0,0.0,0.20,99.6
2018-02-12T03:00:00Z,16.4,0.0,0.0,0.0,0.20,99.6
2018-02-12T04:00:00Z,16.5,0.0,0.0,0.0,0.00,96.2
2018-02-12T05:00:00Z,16.8,23.6,1.7,21.9,0.00,92.8
2018-02-12T06:00:00Z,16.9,129.1,22.2,106.9,0.00,89.4
2018-02-12T07:00:00Z,17.8,251.7,65.0,186.8,0.00,86.2
2018-02-12T08:00:00Z,18.7,357.5,107.1,250.4,0.00,83.6
2018-02-12T09:00:00Z,19.6,427.8,130.0,297.8,0.00,81.5
2018-02-12T10:00:00Z,19.5,458.3,141.1,317.2,0.00,81.5
2018-02-12T11:00:00Z,19.3,415.0,118.8,296.2,0.00,81.6
2018-02-12T12:00:00Z,19.1,310.3,71.5,238.8,0.00,81.7
2018-02-12T13:00:00Z,18.4,193.4,30.6,162.8,0.00,87.2
2018-02-12T14:00:00Z,17.7,87.7,8.6,79.1,0.00,93.2
2018-02-12T15:00:00Z,17.1,10.8,0.7,10.1,0.00,99.6
2018-02-12T16:00:00Z,16.3,0.0,0.0,0.0,0.43,99.7
2018-02-12T17:00:00Z,15.8,0.0,0.0,0.0,0.42,99.8
2018-02-12T18:00:00Z,15.3,0.0,0.0,0.0,0.42,99.9
2018-02-12T19:00:00Z,14.9,0.0,0.0,0.0,0.50,99.9
2018-02-12T20:00:00Z,14.5,0.0,0.0,0.0,0.50,100.0
2018-02-12T21:00:00Z,14.1,0.0,0.0,0.0,0.50,100.0
2018-02-12T22:00:00Z,14.1,0.0,0.0,0.0,0.93,100.0
2018-02-12T23:00:00Z,14.1,0.0,0.0,0.0,0.93,100.0
2018-02-13T00:00:00Z,14.1,0.0,0.0,0.0,0.93,100.0
2018-02-13T01:00:00Z,14.1,0.0,0.0,0.0,1.67,100.0
2018-02-13T02:00:00Z,14.1,0.0,0.0,0.0,1.67,100.0
2018-02-13T03:00:00Z,14.1,0.0,0.0,0.0,1.67,100.0
2018-02-13T04:00:00Z,14.1,0.0,0.0,0.0,3.28,97.6
2018-02-13T05:00:00Z,14.4,23.3,7.0,16.3,3.28,92.1
2018-02-13T06:00:00Z,14.6,110.0,34.8,75.2,3.28,84.2
2018-02-13T07:00:00Z,14.9,190.4,63.6,126.8,1.30,77.2
2018-02-13T08:00:00Z,15.3,281.6,115.4,166.2,1.30,69.1
2018-02-13T09:00:00Z,15.6,397.2,201.5,195.7,1.30,60.0
2018-02-13T10:00:00Z,16.2,486.9,280.4,206.5,0.49,52.1
2018-02-13T11:00:00Z,16.6,487.8,291.7,196.1,0.49,43.5
2018-02-13T12:00:00Z,16.9,400.8,235.6,165.3,0.49,34.1
2018-02-13T13:00:00Z,16.4,279.2,161.0,118.2,0.07,34.3
2018-02-13T14:00:00Z,15.8,148.0,70.3,77.7,0.07,34.5
2018-02-13T15:00:00Z,15.2,22.6,7.0,15.6,0.07,34.8
2018-02-13T16:00:00Z,14.3,0.0,0.0,0.0,0.05,36.8
2018-02-13T17:00:00Z,14.0,0.0,0.0,0.0,0.05,38.7
2018-02-13T18:00:00Z,13.8,0.0,0.0,0.0,0.05,40.7
2018-02-13T19:00:00Z,13.6,0.0,0.0,0.0,0.00,44.3
2018-02-13T20:00:00Z,13.4,0.0,0.0,0.0,0.00,48.2
2018-02-13T21:00:00Z,13.2,0.0,0.0,0.0,0.00,52.4
2018-02-13T22:00:00Z,12.7,0.0,0.0,0.0,0.00,53.1
2018-02-13T23:00:00Z,12.2,0.0,0.0,0.0,0.00,53.8
2018-02-14T00:00:00Z,11.7,0.0,0.0,0.0,0.00,54.6
2018-02-14T01:00:00Z,11.7,0.0,0.0,0.0,0.00,65.5
2018-02-14T02:00:00Z,11.7,0.0,0.0,0.0,0.00,74.5
2018-02-14T03:00:00Z,11.7,0.0,0.0,0.0,0.00,81.9
2018-02-14T04:00:00Z,12.4,0.0,0.0,0.0,0.00,76.1
2018-02-14T05:00:00Z,13.4,36.4,9.5,26.9,0.00,70.8
2018-02-14T06:00:00Z,14.2,180.6,65.3,115.2,0.00,66.2
2018-02-14T07:00:00Z,15.6,337.8,154.0,183.9,0.00,62.0
2018-02-14T08:00:00Z,17.1,454.1,224.0,230.1,0.00,60.4
2018-02-14T09:00:00Z,18.4,503.0,240.7,262.3,0.00,61.5
2018-02-14T10:00:00Z,18.4,498.7,230.6,268.1,0.00,59.5
2018-02-14T11:00:00Z,18.2,483.9,234.2,249.7,0.00,57.4
2018-02-14T12:00:00Z,18.0,450.6,241.6,209.1,0.00,55.3
2018-02-14T13:00:00Z,17.2,353.5,204.7,148.8,0.00,46.8
2018-02-14T14:00:00Z,16.3,197.9,97.7,100.3,0.00,43.9
2018-02-14T15:00:00Z,15.4,31.0,9.5,21.4,0.00,46.6
2018-02-14T16:00:00Z,13.9,0.0,0.0,0.0,0.00,47.4
2018-02-14T17:00:00Z,13.0,0.0,0.0,0.0,0.00,48.1
2018-02-14T18:00:00Z,12.2,0.0,0.0,0.0,0.00,48.9
2018-02-14T19:00:00Z,12.2,0.0,0.0,0.0,0.00,49.1
2018-02-14T20:00:00Z,12.1,0.0,0.0,0.0,0.00,49.4
2018-02-14T21:00:00Z,12.1,0.0,0.0,0.0,0.00,49.6
2018-02-14T22:00:00Z,12.1,0.0,0.0,0.0,0.00,49.7
2018-02-14T23:00:00Z,12.1,0.0,0.0,0.0,0.00,49.8
2018-02-15T00:00:00Z,12.1,0.0,0.0,0.0,0.00,49.9
2018-02-15T01:00:00Z,12.2,0.0,0.0,0.0,0.00,50.8
2018-02-15T02:00:00Z,12.4,0.0,0.0,0.0,0.00,51.7
2018-02-15T03:00:00Z,12.5,0.0,0.0,0.0,0.00,52.6
2018-02-15T04:00:00Z,13.3,0.0,0.0,0.0,0.00,54.7
2018-02-15T05:00:00Z,14.4,29.8,2.5,27.3,0.00,56.7
2018-02-15T06:00:00Z,15.2,145.7,21.2,124.5,0.00,58.7
2018-02-15T07:00:00Z,17.1,275.0,55.4,219.6,0.00,55.8
2018-02-15T08:00:00Z,18.9,384.2,91.9,292.3,0.00,52.9
2018-02-15T09:00:00Z,20.7,455.3,119.3,336.0,0.00,50.0
2018-02-15T10:00:00Z,21.3,484.2,137.4,346.8,0.00,49.5
2018-02-15T11:00:00Z,21.8,464.8,135.0,329.7,0.00,49.1
2018-02-15T12:00:00Z,22.2,397.3,112.4,284.9,0.00,48.6
2018-02-15T13:00:00Z,21.1,288.9,79.5,209.4,0.00,46.8
2018-02-15T14:00:00Z,19.9,162.1,36.4,125.7,0.00,45.6
2018-02-15T15:00:00Z,18.7,27.8,4.1,23.7,0.00,45.0
2018-02-15T16:00:00Z,16.6,0.0,0.0,0.0,0.00,31.3
2018-02-15T17:00:00Z,15.1,0.0,0.0,0.0,0.00,16.3
2018-02-15T18:00:00Z,13.6,0.0,0.0,0.0,0.00,0.0
2018-02-15T19:00:00Z,13.4,0.0,0.0,0.0,0.00,0.0
2018-02-15T20:00:00Z,13.1,0.0,0.0,0.0,0.00,0.0
2018-02-15T21:00:00Z,12.8,0.0,0.0,0.0,0.00,0.0
2018-02-15T22:00:00Z,12.2,0.0,0.0,0.0,0.00,0.0
2018-02-15T23:00:00Z,11.6,0.0,0.0,0.0,0.00,0.0
2018-02-16T00:00:00Z,10.9,0.0,0.0,0.0,0.00,0.0
2018-02-16T01:00:00Z,10.8,0.0,0.0,0.0,0.00,0.0
2018-02-16T02:00:00Z,10.6,0.0,0.0,0.0,0.00,0.0
2018-02-16T03:00:00Z,10.5,0.0,0.0,0.0,0.00,0.0
2018-02-16T04:00:00Z,11.7,0.0,0.0,0.0,0.00,7.9
2018-02-16T05:00:00Z,13.2,54.1,25.4,28.7,0.00,15.7
2018-02-16T06:00:00Z,14.5,232.8,120.1,112.7,0.00,23.6
2018-02-16T07:00:00Z,16.3,396.5,224.9,171.5,0.00,44.5
2018-02-16T08:00:00Z,17.9,520.6,311.8,208.7,0.00,65.1
2018-02-16T09:00:00Z,19.4,602.2,365.8,236.4,0.00,85.4
2018-02-16T10:00:00Z,19.4,626.0,385.6,240.5,0.00,60.7
2018-02-16T11:00:00Z,19.2,590.8,365.7,225.1,0.00,35.9
2018-02-16T12:00:00Z,18.9,499.5,308.1,191.4,0.00,10.9
2018-02-16T13:00:00Z,18.1,359.8,221.1,138.7,0.00,34.4
2018-02-16T14:00:00Z,17.3,186.8,99.0,87.9,0.00,53.5
2018-02-16T15:00:00Z,16.6,28.9,10.4,18.5,0.00,68.7
2018-02-16T16:00:00Z,15.4,0.0,0.0,0.0,0.00,63.9
2018-02-16T17:00:00Z,14.6,0.0,0.0,0.0,0.00,58.6
2018-02-16T18:00:00Z,13.9,0.0,0.0,0.0,0.00,52.9
2018-02-16T19:00:00Z,13.7,0.0,0.0,0.0,0.00,60.7
2018-02-16T20:00:00Z,13.5,0.0,0.0,0.0,0.00,68.3
2018-02-16T21:00:00Z,13.3,0.0,0.0,0.0,0.00,75.4
2018-02-16T22:00:00Z,13.4,0.0,0.0,0.0,3.19,89.6
2018-02-16T23:00:00Z,13.6,0.0,0.0,0.0,3.19,97.5
2018-02-17T00:00:00Z,13.7,0.0,0.0,0.0,3.19,100.0
2018-02-17T01:00:00Z,13.4,0.0,0.0,0.0,1.37,95.1
2018-02-17T02:00:00Z,13.1,0.0,0.0,0.0,1.37,79.5
2018-02-17T03:00:00Z,12.8,0.0,0.0,0.0,1.37,52.0
2018-02-17T04:00:00Z,13.2,0.0,0.0,0.0,0.37,50.5
2018-02-17T05:00:00Z,13.8,37.1,12.4,24.7,0.37,49.1
2018-02-17T06:00:00Z,14.2,152.7,53.9,98.7,0.38,47.9
2018-02-17T07:00:00Z,14.4,254.6,95.6,159.0,3.10,51.1
2018-02-17T08:00:00Z,14.7,342.7,144.1,198.6,3.10,54.5
2018-02-17T09:00:00Z,14.8,423.6,203.5,220.2,3.10,57.9
2018-02-17T10:00:00Z,15.1,469.0,250.0,219.0,0.99,67.1
2018-02-17T11:00:00Z,15.3,418.7,215.9,202.8,0.99,75.6
2018-02-17T12:00:00Z,15.4,290.7,117.8,172.9,0.99,83.2
2018-02-17T13:00:00Z,14.6,163.9,38.2,125.8,1.08,84.8
2018-02-17T14:00:00Z,13.8,87.8,8.2,79.6,1.08,87.8
2018-02-17T15:00:00Z,13.1,18.7,1.5,17.2,1.08,92.1
2018-02-17T16:00:00Z,12.8,0.0,0.0,0.0,1.48,96.3
2018-02-17T17:00:00Z,12.7,0.0,0.0,0.0,1.48,98.8
2018-02-17T18:00:00Z,12.7,0.0,0.0,0.0,1.48,100.0
2018-02-17T19:00:00Z,12.9,0.0,0.0,0.0,3.01,99.2
2018-02-17T20:00:00Z,13.1,0.0,0.0,0.0,3.01,97.6
2018-02-17T21:00:00Z,13.3,0.0,0.0,0.0,3.01,95.0
2018-02-17T22:00:00Z,13.7,0.0,0.0,0.0,1.67,89.8
2018-02-17T23:00:00Z,14.0,0.0,0.0,0.0,1.67,83.0
2018-02-18T00:00:00Z,14.4,0.0,0.0,0.0,1.67,74.5
2018-02-18T01:00:00Z,14.7,0.0,0.0,0.0,0.26,60.2
